,知乎名称,个人介绍,性别,是否为知乎会员,粉丝数,知乎回答数
1709,Blazar zzZ,,不详,非会员,0,0
1715,蒙娜丽花,,女,非会员,0,0
1721,无法描述张迪迪,无法描述,男,非会员,0,0
1722,何世为仙,学生,不详,非会员,0,0
1725,栀酒,你归来是诗，离去成词，且笑风尘不敢造次。,女,非会员,0,0
1726,昭明,,男,非会员,0,5
1727,Yossi,,不详,非会员,0,0
1732,无名李氏,,不详,非会员,0,0
1737,劉家榮,你能在我的头像中发现自我,男,非会员,0,0
1742,西堵望长安,,不详,非会员,0,0
1745,随波afei,数学爱好者,男,非会员,0,0
1746,Carlos,打数据分析,不详,非会员,0,0
1747,陈东平,生物医学工程,不详,非会员,0,0
1751,呵呵,,男,非会员,0,3
1752,凤阳,软件工程师,不详,非会员,0,0
1753,kinggprc,人才辈出阿卡姆,男,非会员,0,20
1754,深埋,猎头小白,不详,非会员,0,9
1756,常伟思,学生,不详,非会员,0,1
1757,张鑫,,不详,非会员,0,1
1760,呱吖吖,二次元,不详,非会员,0,0
1764,C2HY,,男,非会员,0,1
1765,齐天大圣孙悟空,想要齐天,不详,非会员,0,0
1767,渠慎玄,,不详,非会员,0,0
1768,言叶,大学生,女,非会员,0,3
1772,月亮弯弯,,不详,非会员,0,0
1778,小笨,银行,不详,非会员,0,0
1781,孙亚东,,男,会员,0,0
1783,艾菲尔,,不详,非会员,0,0
1784,陈美航,,女,非会员,0,0
1785,fypzhu,,不详,非会员,0,0
1786,任雷,,不详,非会员,0,0
1790,避风港,,不详,非会员,0,0
1791,幻觉,一个她,男,非会员,0,2
1793,关注低智儿童,,不详,非会员,0,2
1794,好青年任我行,创业,不详,非会员,0,0
1797,jason,,不详,非会员,0,0
1798,Yiesoo,,女,非会员,0,0
1799,有龙则灵,没的写,不详,非会员,0,0
1801,Aaron,,不详,非会员,0,1
1802,徐某,,不详,非会员,0,1
1807,风儿,,男,非会员,0,1
1808,曾瑾,心有所戚，目的不纯,女,非会员,0,3
1815,HPPO,Search engine monkey,不详,非会员,0,0
1819,我还能狗一会,,不详,非会员,0,0
1823,江沛轩,学生,不详,非会员,0,0
1824,WangAMa,,男,非会员,0,4
1825,小城故事,,不详,非会员,0,0
1827,维克多的猫,一个有拖延症的自爆工兵,不详,非会员,0,2
1828,alu,,不详,非会员,0,0
1831,希言自然,,不详,非会员,0,0
1833,Chris黙唸,,男,非会员,0,0
1837,Soloist,电商,男,非会员,0,11
1838,周志捷,,男,非会员,0,0
1839,小沁,,不详,非会员,0,0
1840,王顼,,不详,非会员,0,2
1841,郝奥奇,学生,男,非会员,0,0
1842,一止弋,,不详,非会员,0,0
1844,黄晓炜,销售,不详,非会员,0,0
1845,闫恒亮,,不详,非会员,0,0
1846,颜培强,网络营销,不详,非会员,0,0
1847,成成,互联网,不详,非会员,0,0
1853,杰夫,,不详,非会员,0,0
1854,吃枣药丸,,不详,非会员,0,0
1859,叔弋,,不详,非会员,0,0
1860,旁白,,不详,非会员,0,5
1864,Draemon,er,女,非会员,0,0
1865,小白,电影爱好者,不详,非会员,0,0
1867,钢筋,水泥糊不上我的嘴,不详,非会员,0,0
1868,柯文坤,足迹自由，心灵自由,男,非会员,0,3
1873,new一个柴柴,广东外语外贸大学软件工程在读,不详,非会员,0,0
1876,你问我我怎么知道,,不详,非会员,0,0
1877,不才,,不详,非会员,0,0
1878,特雷西 麦克白,,不详,非会员,0,0
1881,什么都不懂的萝卜,,不详,非会员,0,0
1883,麦子,一个理智又温和的人,男,非会员,0,0
1885,乐乐,翻译,不详,非会员,0,0
1886,Bbx,,不详,非会员,0,0
1888,大黄泥沟,,不详,非会员,0,0
1890,lily,,不详,非会员,0,1
1892,要乖乖听话,,不详,非会员,0,2
1893,智能机械大狗,机械设计制造及其自动化,不详,非会员,0,0
1894,内心深刻帅帅哥,,不详,非会员,0,0
1896,soulccc,各种苦工兼职,不详,非会员,0,1
1897,眼界太小世界太大,,不详,非会员,0,1
1898,尘埃落定,,不详,非会员,0,0
1899,王珌,高中生,不详,非会员,0,7
1903,曹飞,iOS开发工程师,男,非会员,0,0
1904,Lyh-123,,不详,非会员,0,2
1906,芝麻糊,学生,男,非会员,0,6
1908,子房,,不详,非会员,0,3
1909,台风,IT技术支持,不详,会员,0,6
1916,finati,,不详,非会员,0,0
1917,天黑了,,不详,非会员,0,9
1918,Urchin Chan,曾经的广电民工,男,非会员,0,3
1920,红城之颠,,不详,非会员,0,3
1922,好奇裙裙,,不详,非会员,0,6
1923,Railgun,,不详,非会员,0,0
1928,Cseven,,不详,非会员,0,12
1930,王者不公平,,不详,非会员,0,1
1934,小吴992728,,不详,非会员,0,3
1937,老王,"你说你喜欢雨，
但是下雨的时候你却撑开了伞；",不详,非会员,0,9
1944,假寐,,不详,非会员,0,0
1948,hello world,见习工匠,男,非会员,0,0
1949,兰西,,不详,非会员,0,0
1951,念虚10086,,不详,非会员,0,0
1953,毕生有珺,三观不同，互相尊重,男,非会员,0,5
1958,赤狐,,不详,非会员,0,0
1961,小旭,游戏人,不详,非会员,0,0
1962,HugoWei,Coffee store owner,不详,非会员,0,0
1964,筌箵,,不详,非会员,0,0
1965,悟胖,,不详,非会员,0,10
1966,荜茇卜u,,不详,非会员,0,0
1967,青杉老师,,不详,非会员,0,0
1969,风凌 乱,,不详,非会员,0,0
1971,孙仲天,,男,非会员,0,0
1972,翁瀚,,不详,非会员,0,0
1974,戎紫晔,……,女,非会员,0,15
1978,Zeal,,男,非会员,0,0
1979,梦中人,,不详,非会员,0,0
1980,Spencer Fan,,男,非会员,0,0
1984,小美人多捞啊,,不详,非会员,0,0
1987,大熊,臭小孩,男,非会员,0,2
1988,迷途大霸王,,不详,非会员,0,0
1989,时光,,不详,非会员,0,0
1990,未闻花名,,男,非会员,0,1
1992,陈wwwyu,,不详,非会员,0,0
1995,隐修,,男,非会员,0,0
1998,芽嘻,,女,非会员,0,0
2001,fxxxbb,,不详,非会员,0,0
2002,新颖,,不详,非会员,0,1
2003,孟庆辉,车联网PM（新人）,不详,非会员,0,1
2005,爱丽丝,,不详,非会员,0,0
2006,atolobaba,,不详,非会员,0,0
2011,临冬夏,,不详,非会员,0,0
2014,王文豪,学生,不详,非会员,0,0
2017,李白,,不详,非会员,0,0
2018,风过,,男,非会员,0,0
2019,無良,学生,不详,非会员,0,0
2023,i阳光,,不详,非会员,0,0
2024,旅行者金唱片,,不详,非会员,0,0
2025,Hope Energy,,不详,非会员,0,0
2026,Queen,,不详,会员,0,0
2027,陈奋华,职业经理人,不详,非会员,0,0
2029,Zhw,学生,不详,非会员,0,0
2034,cedarding,,不详,非会员,0,0
2037,二水秋,垦荒人,不详,非会员,0,1
2038,hanxuewen,产品经理/数据分析/市场研究/智能硬件,不详,非会员,0,0
2040,路上的男人,,不详,非会员,0,0
2042,oojiajia,出家人,不详,非会员,0,1
2043,咳嗯,,不详,非会员,0,0
2045,球er,,女,非会员,0,0
2046,韩眉眉,心理学,不详,非会员,0,0
2048,陈寻,,不详,非会员,0,0
2053,wawa,兴趣广泛，性情未稳,女,非会员,0,0
2055,蝼蚁,首陀罗,不详,非会员,0,0
2056,加菲猫,,不详,非会员,0,0
2058,ltf,,不详,非会员,0,0
2060,天一,,不详,非会员,0,0
2061,Matsuo,,不详,非会员,0,0
2062,llephy,,男,非会员,0,1
2063,刘潇,,男,非会员,0,0
2064,gaowl,软件工程师,不详,非会员,0,0
2065,用户名,僵尸用户，从不输出,不详,非会员,0,2
2066,猫扑兔,,不详,非会员,0,0
2068,我是小胖妞子,,男,非会员,0,0
2069,塞巴斯酱柒月,,女,非会员,0,0
2073,sunrise,,不详,非会员,0,0
2075,过路者789,,不详,非会员,0,11
2076,阿诗,,不详,非会员,0,0
2078,kangarooass,游戏,不详,非会员,0,2
2083,君莫哈哈哈哈哈哈,学生,女,非会员,0,0
2084,晏寧,检验小透明,女,非会员,0,1
2086,菠萝小姐,老师,不详,非会员,0,0
2087,laurun,,不详,非会员,0,1
2089,Esvastlee,,不详,非会员,0,2
2096,木得感情,,男,非会员,0,9
2097,区舒云,,女,非会员,0,0
2099,湛青,,男,非会员,0,1
2102,自在,,不详,非会员,0,0
2104,roydracula,,不详,非会员,0,0
2105,Pinin,见山是山，见海是海，见花便是花。,男,非会员,0,0
2107,一只兔霸,永葆一颗少女心,女,非会员,0,3
2108,ELPSYXZ,,男,非会员,0,0
2113,夏天的蝉,,女,非会员,0,0
2114,笑匠,,不详,非会员,0,0
2116,Stone,测试,不详,非会员,0,0
2117,怜康,,不详,非会员,0,0
2119,Porsche Tsui,,不详,非会员,0,0
2121,saitama,,不详,非会员,0,0
2122,IrvinS,一看到好看电影就乐得不行的逗X,男,非会员,0,0
2123,1873254797,。。。。。。,不详,非会员,0,1
2124,吴道烽,,男,非会员,0,1
2127,mary,电气设计,不详,非会员,0,0
2129,鹿杉先生,一个三观正经，有趣的人,男,非会员,0,0
2130,王鹏,律师,不详,非会员,0,0
2132,知癌宅,常威，你还说你不会武功！,男,非会员,0,0
2137,Dongyue,旅行者号,不详,非会员,0,3
2138,Ricardopeng,物联网工程,不详,非会员,0,0
2140,奋斗君,程序员，开心,男,非会员,0,2
2144,老村长,,不详,非会员,0,3
2145,解脱者,一蓑烟雨任平生。,男,非会员,0,5
2146,落凌音,懒癌患者,女,非会员,0,0
2148,牛仔不忙,the more accumulation，the more creation,男,非会员,0,10
2151,不戴帽子的猫,程序员,男,非会员,0,2
2153,清柠茶,路过,男,非会员,0,2
2154,言可,,不详,非会员,0,0
2158,wes,,不详,非会员,0,0
2165,majilong,,不详,会员,0,0
2168,benny,,不详,非会员,0,0
2173,Jerdon,程序员,男,非会员,0,0
2178,芳芳的中哥,,不详,非会员,0,0
2180,隔壁老王,,不详,非会员,0,32
2184,鹿鹿鹿啦,,不详,非会员,0,1
2185,燕yan,学生,不详,非会员,0,0
2189,z解放全人类g,,不详,非会员,0,2
2190,隔壁班的少年啊,,不详,非会员,0,0
2193,小小苏,,不详,非会员,0,0
2194,越小嵩,来学习……,女,非会员,0,4
2196,奔跑的蜗牛,java软件开发,不详,非会员,0,0
2197,黛千寻,,女,非会员,0,2
2198,柳康,,男,非会员,0,0
2207,惊喜,,不详,非会员,0,1
2209,42fleming,,不详,非会员,0,0
2210,崔江鹏,学生,不详,非会员,0,0
2214,好像一只狗哎,,不详,非会员,0,6
2217,路過的人,分析員,不详,非会员,0,0
2221,十一点半,,不详,非会员,0,11
2226,wxcef7472b06acc534,,不详,非会员,0,0
2230,我真的不是狼人,.......,男,非会员,0,1
2233,花蘑菇,这句话很懒，没有介绍这个人。,男,非会员,0,2
2235,行云,干了五年IT，又干了五年混凝土，如今为失业小青年！,男,非会员,0,1
2236,Richard,学僧,不详,非会员,0,0
2240,天黑了快回家,大学seng,不详,非会员,0,0
2242,erfiiu,,男,非会员,0,1
2243,禧哥说历史,爱写作、爱看书、新媒体运营爱好者、预防医学在读学生,不详,非会员,0,9
2244,记不住密码的人,,女,非会员,0,0
2245,刘佼,,不详,非会员,0,1
2247,新农人,,不详,非会员,0,0
2249,Aiden·Xia,,不详,非会员,0,0
2252,旖旎花城,一花一世界,不详,非会员,0,1
2255,温良恭,,不详,非会员,0,0
2257,Wei,,不详,非会员,0,1
2258,哈哈哈(hia),,不详,非会员,0,3
2259,古月乱唱哥欠,,不详,非会员,0,0
2264,wrh18351877510,潜水,不详,非会员,0,0
2267,睡懒觉小姐,您的暴力甜心,女,非会员,0,0
2268,李嘉图,晴耕雨读，阴天睡觉，隽书佣人,不详,非会员,0,0
2272,我是老实人,,不详,非会员,0,1
2274,人间仙子,,不详,非会员,0,0
2275,李浩宇,互联网、IT,男,非会员,0,0
2277,道哥,职业经理人,男,非会员,0,3
2278,平淡是你清贫是我,学习使人进步,男,非会员,0,2
2279,曹三无,方术士,不详,非会员,0,10
2282,大饼88888,卖家具的,不详,非会员,0,0
2284,全路,黄老板的歌迷,不详,非会员,0,0
2286,李子柒,,不详,非会员,0,0
2288,GREECE,,不详,非会员,0,0
2289,ethan,,不详,非会员,0,0
2291,五果,wuxin,不详,非会员,0,0
2292,嗷嗷晕晕,一只通信狗,不详,非会员,0,1
2295,渣猴,,不详,非会员,0,0
2296,细蚊仔,学生党,男,非会员,0,2
2297,HipHopBoy,,不详,非会员,0,3
2298,杨光,中小学英语,不详,非会员,0,6
2300,史亚涛,,不详,非会员,0,1
2302,销魂隔夜饭,艺术家,不详,非会员,0,0
2303,山有扶苏,,不详,非会员,0,0
2306,zce,,不详,非会员,0,0
2308,奥特曼whw,,不详,非会员,0,0
2311,刘嘉玲今年,,不详,非会员,0,0
2321,安琪拉菲儿,,不详,非会员,0,0
2323,barbie,,不详,非会员,0,0
2326,821115,,不详,非会员,0,0
2329,fang,,不详,非会员,0,0
2330,梁晓明,,不详,非会员,0,0
2331,潘凯,,不详,非会员,0,7
2333,呀呀,,女,非会员,0,1
2334,龙龙,,男,非会员,0,4
2335,薄荷糖,,不详,非会员,0,0
2336,小布,,不详,非会员,0,0
2337,晨昏拾遗,,不详,非会员,0,0
2340,人生如戏啪啪啪,easy girl,不详,非会员,0,1
2341,赤黑之瞳,,男,非会员,0,16
2343,gg1993hua,,不详,非会员,0,0
2344,周砚近,策划向汽车圈广告人,男,非会员,0,0
2345,abby,,不详,非会员,0,0
2348,李占,有情怀和抱负的学生,男,非会员,0,25
2349,疯北木,头脑简单的产品策划,不详,非会员,0,0
2352,Carrie,记者、编辑,不详,非会员,0,0
2356,柒喜,,不详,非会员,0,0
2358,我爱你,,不详,非会员,0,0
2361,圆樱子,周期性厌世,女,非会员,0,2
2362,天地玄黄,,不详,非会员,0,0
2365,张世勇,,不详,非会员,0,0
2366,小透明,,男,非会员,0,1
2370,落雪花,中年大叔,不详,非会员,0,1
2376,dove,,不详,非会员,0,0
2384,郭旭,,不详,非会员,0,0
2385,鼓起腮帮子卖个萌,,不详,非会员,0,1
2388,小白,,男,非会员,0,23
2390,可乐,,不详,非会员,0,1
2393,未来归来的年轻人,大学生,男,非会员,0,1
2394,加百分之80HP,多读书多看报，少吃零食多睡觉,男,非会员,0,15
2401,绾绾xq,学生,不详,非会员,0,2
2402,白衣酒客,,不详,非会员,0,2
2403,Schur,哈哈,不详,非会员,0,0
2404,我把奶奶名字变成品牌,创业者,不详,非会员,0,0
2405,一个喜欢问问题的人,,不详,非会员,0,0
2406,晚安,每一个不曾起舞的日子，都是对生命的辜负,女,非会员,0,10
2407,山一方,,不详,非会员,0,0
2408,猛犸莱巴,,不详,非会员,0,0
2410,supreme1018,程序员，计算机专业研究生,男,非会员,0,0
2412,鲁猥猥猥,学生,不详,非会员,0,0
2414,牛奶发电,农村进城务工人员,不详,非会员,0,0
2415,卡罗尔,二级市场研究,不详,非会员,0,0
2418,GANG,,不详,非会员,0,0
2419,Five,,不详,非会员,0,0
2420,东风商用车,,不详,非会员,0,0
2422,不敌你眉间朱砂,稚气未脱,男,非会员,0,7
2423,无条件,,不详,非会员,0,0
2424,我的名字有自己的想法,,不详,非会员,0,1
2425,万万的世界,,女,非会员,0,0
2433,知了,学生,不详,非会员,0,0
2434,mmmmm,ponyma,不详,非会员,0,1
2435,山有木,南京邮电大学在读,不详,非会员,0,0
2438,陌城,自由职业者,不详,非会员,0,5
2439,寒潭渡鹤影,,不详,非会员,0,3
2442,言初十,一个不着调的画师。,女,非会员,0,2
2444,某水,,不详,非会员,0,0
2446,张白,前端开发,男,非会员,0,0
2447,未央,,不详,非会员,0,0
2448,莫妍冰是个小可爱,,不详,非会员,0,0
2449,临渊,,不详,非会员,0,0
2451,累死脑细胞,,不详,非会员,0,0
2455,布吉岛布吉岛,,不详,非会员,0,7
2461,wrr,,不详,非会员,0,0
2462,么么么么,程序猿,不详,非会员,0,0
2463,童欢欢,,不详,非会员,0,0
2464,鬼鬼,,不详,非会员,0,0
2465,崔帅,,不详,非会员,0,0
2466,lasong,一名软件系的学渣,男,非会员,0,2
2467,光毅,营销,不详,非会员,0,0
2468,安浩,,男,非会员,0,2
2469,马向华,,不详,非会员,0,0
2470,咫尺,,男,非会员,0,1
2475,L-wen,,不详,非会员,0,0
2476,一户再呼,,不详,非会员,0,0
2477,新干线,,不详,非会员,0,0
2480,谢大大,一个会做蛋糕的PPT设计师,男,非会员,0,0
2482,Andy,,不详,非会员,0,0
2484,余生请多批评,我是个得过且过，胸无大志，不求上进，混吃等死的人,男,非会员,0,1
2485,萌萌哒,,不详,非会员,0,6
2487,贾坦,,不详,非会员,0,0
2489,待得云开雾见,,不详,非会员,0,0
2490,赵先生,学生,不详,非会员,0,0
2494,小千代,,不详,非会员,0,2
2496,魏征,,男,非会员,0,1
2498,南城以南,,不详,非会员,0,0
2500,老林,,不详,非会员,0,0
2501,东木金,算法工程师,不详,非会员,0,0
2507,王文杰81,全面,不详,非会员,0,0
2508,嬉水于洋,,不详,非会员,0,1
2509,occ无呱呱,,不详,非会员,0,0
2510,猪猪,,不详,非会员,0,0
2511,jj复jj,,不详,非会员,0,0
2512,随风,,不详,非会员,0,0
2513,才哥,,不详,非会员,0,4
2515,张小研,,男,非会员,0,0
2516,生活的探索者,,不详,非会员,0,0
2517,QIU103,财经,男,非会员,0,2
2518,堕落,设计师,不详,非会员,0,2
2523,别再,,不详,非会员,0,5
2526,逆流,,不详,非会员,0,0
2539,路过fy,,不详,非会员,0,0
2540,少年阿彬,,不详,非会员,0,0
2542,众生之一,,不详,非会员,0,0
2544,L交点,即将落地,不详,非会员,0,0
2545,河豚,,不详,非会员,0,0
2551,壹贰叁肆娪,,女,非会员,0,0
2552,大写的T,,不详,非会员,0,13
2554,王小宁,挖过石油又去留学的无业游民,男,非会员,0,3
2555,eric666,,不详,非会员,0,0
2557,yifeinice,,不详,非会员,0,0
2558,chen yi,设计师,不详,非会员,0,0
2559,追梦,,不详,非会员,0,4
2560,卖鞋子的小女孩,,不详,非会员,0,0
2562,金融民工,,不详,非会员,0,0
2563,郭慕云,,不详,非会员,0,3
2564,井底之蛙,,不详,非会员,0,0
2565,心匠丿,,不详,非会员,0,0
2567,花椒,,不详,非会员,0,0
2569,吴小葱,我就是我,不详,非会员,0,4
2570,louisji,,不详,非会员,0,0
2573,牛金鹏,互联网营销专家 科技评论人,男,非会员,0,2
2574,啊呦嘿呦,大学生,女,非会员,0,0
2581,LISHANF,,不详,非会员,0,0
2582,任明朗,三人行 必有我师焉,女,非会员,0,3
2583,木头,,不详,非会员,0,1
2590,葛正森,那美克星殖民工作人员,不详,非会员,0,0
2591,hjkk3,,不详,非会员,0,0
2592,不念,自律给我自由,不详,非会员,0,0
2598,小太阳,科技,不详,非会员,0,0
2603,妖妖灵,爱玩王者的狗子,不详,非会员,0,1
2607,孤独的足球,,不详,非会员,0,0
2608,妄想症,有些人，有些事，不是想忘便能忘。,不详,非会员,0,0
2614,藏峰,中药学硕士,不详,非会员,0,0
2617,何三七,电商运营,不详,非会员,0,0
